ENSMUSG00000000001	ENSG00000065135
ENSMUSG00000003814	ENSG00000179218
ENSMUSG00000003824	ENSG00000161860
ENSMUSG00000003847	ENSG00000102908
ENSMUSG00000003848	ENSG00000141101
ENSMUSG00000003849	ENSG00000181019
ENSMUSG00000003863	ENSG00000177380
ENSMUSG00000003865	ENSG00000104812
ENSMUSG00000003868	ENSG00000183207
ENSMUSG00000003872	ENSG00000104863
ENSMUSG00000003873	ENSG00000087088
ENSMUSG00000003882	ENSG00000168685
ENSMUSG00000003923	ENSG00000108064
ENSMUSG00000003934	ENSG00000108947
ENSMUSG00000003948	ENSG00000108960
ENSMUSG00000003949	ENSG00000108924
ENSMUSG00000003955	ENSG00000114023
ENSMUSG00000003970	ENSG00000161016
ENSMUSG00000003974	ENSG00000198822
ENSMUSG00000003992	ENSG00000145687
ENSMUSG00000004018	ENSG00000115392
ENSMUSG00000004031	ENSG00000198797
ENSMUSG00000004032	ENSG00000134202
ENSMUSG00000004035	ENSG00000213366
ENSMUSG00000004040	ENSG00000168610
ENSMUSG00000004043	ENSG00000126561
ENSMUSG00000004044	ENSG00000177469
ENSMUSG00000004054	ENSG00000173327
ENSMUSG00000004056	ENSG00000105221
ENSMUSG00000004069	ENSG00000103423
ENSMUSG00000004070	ENSG00000103415
ENSMUSG00000004071	ENSG00000089486
ENSMUSG00000004085	ENSG00000091436
ENSMUSG00000004096	ENSG00000150316
ENSMUSG00000004098	ENSG00000080573
ENSMUSG00000004099	ENSG00000130816
ENSMUSG00000004100	ENSG00000130810
ENSMUSG00000004100	ENSG00000243207
ENSMUSG00000004105	ENSG00000136859
ENSMUSG00000004110	ENSG00000198216
ENSMUSG00000004113	ENSG00000148408
ENSMUSG00000004127	ENSG00000145331
ENSMUSG00000004151	ENSG00000006468
ENSMUSG00000004187	ENSG00000167702
ENSMUSG00000004207	ENSG00000197746
ENSMUSG00000004221	ENSG00000269335
ENSMUSG00000004231	ENSG00000075891
ENSMUSG00000004233	ENSG00000116874
ENSMUSG00000004263	ENSG00000111676
ENSMUSG00000004264	ENSG00000215021
ENSMUSG00000004266	ENSG00000111679
ENSMUSG00000004267	ENSG00000111674
ENSMUSG00000004268	ENSG00000126749
ENSMUSG00000004268	ENSG00000268439
ENSMUSG00000004270	ENSG00000111684
ENSMUSG00000004285	ENSG00000128524
ENSMUSG00000004296	ENSG00000113302
ENSMUSG00000004317	ENSG00000171365
ENSMUSG00000004319	ENSG00000109572
ENSMUSG00000004328	ENSG00000124440
ENSMUSG00000004341	ENSG00000198704
ENSMUSG00000004344	ENSG00000224586
ENSMUSG00000004347	ENSG00000154678
ENSMUSG00000004356	ENSG00000120800
ENSMUSG00000004359	ENSG00000166211
ENSMUSG00000004360	ENSG00000189367
ENSMUSG00000004364	ENSG00000036257
ENSMUSG00000004366	ENSG00000157005
ENSMUSG00000004371	ENSG00000095752
ENSMUSG00000004383	ENSG00000133424
ENSMUSG00000004393	ENSG00000136271
ENSMUSG00000004394	ENSG00000158604
ENSMUSG00000004415	ENSG00000160963
ENSMUSG00000004446	ENSG00000015475
ENSMUSG00000004451	ENSG00000144118
ENSMUSG00000004455	ENSG00000186298
ENSMUSG00000004460	ENSG00000090520
ENSMUSG00000004462	ENSG00000113838
ENSMUSG00000004473	ENSG00000105472
ENSMUSG00000004500	ENSG00000083812
ENSMUSG00000004500	ENSG00000249471
ENSMUSG00000004508	ENSG00000033327
ENSMUSG00000004530	ENSG00000110880
ENSMUSG00000004535	ENSG00000106052
ENSMUSG00000004540	ENSG00000105352
ENSMUSG00000004540	ENSG00000170956
ENSMUSG00000004542	ENSG00000105352
ENSMUSG00000004542	ENSG00000170956
ENSMUSG00000004552	ENSG00000196188
ENSMUSG00000004558	ENSG00000165795
ENSMUSG00000004561	ENSG00000165792
ENSMUSG00000004562	ENSG00000165801
ENSMUSG00000004565	ENSG00000032444
ENSMUSG00000004567	ENSG00000090674
ENSMUSG00000004568	ENSG00000104880
ENSMUSG00000004568	ENSG00000268861
ENSMUSG00000004591	ENSG00000065243
ENSMUSG00000004610	ENSG00000105379
ENSMUSG00000004612	ENSG00000105374
ENSMUSG00000004613	ENSG00000105370
ENSMUSG00000004626	ENSG00000076944
ENSMUSG00000004630	ENSG00000174788
ENSMUSG00000004631	ENSG00000127990
ENSMUSG00000004633	ENSG00000106069
ENSMUSG00000004637	ENSG00000186153
ENSMUSG00000004642	ENSG00000163950
ENSMUSG00000004651	ENSG00000077498
ENSMUSG00000004654	ENSG00000106128
ENSMUSG00000004655	ENSG00000240583
ENSMUSG00000004655	ENSG00000250424
ENSMUSG00000004661	ENSG00000179361
ENSMUSG00000004665	ENSG00000064666
ENSMUSG00000004667	ENSG00000099817
ENSMUSG00000004668	ENSG00000179869
ENSMUSG00000004677	ENSG00000099331
ENSMUSG00000004698	ENSG00000048052
ENSMUSG00000004707	ENSG00000122224
ENSMUSG00000004709	ENSG00000122223
ENSMUSG00000004730	ENSG00000174837
ENSMUSG00000004748	ENSG00000242114
ENSMUSG00000004768	ENSG00000112210
ENSMUSG00000004771	ENSG00000103769
ENSMUSG00000004788	ENSG00000119718
ENSMUSG00000004789	ENSG00000119689
ENSMUSG00000004791	ENSG00000119630
ENSMUSG00000004798	ENSG00000083290
ENSMUSG00000004814	ENSG00000106178
ENSMUSG00000004815	ENSG00000145214
ENSMUSG00000004837	ENSG00000154016
ENSMUSG00000004837	ENSG00000189152
ENSMUSG00000004842	ENSG00000064835
ENSMUSG00000004843	ENSG00000083937
ENSMUSG00000004846	ENSG00000106397
ENSMUSG00000004849	ENSG00000106367
ENSMUSG00000004864	ENSG00000156711
ENSMUSG00000004865	ENSG00000096063
ENSMUSG00000004872	ENSG00000135903
ENSMUSG00000004880	ENSG00000143815
ENSMUSG00000004885	ENSG00000143320
ENSMUSG00000004891	ENSG00000132688
ENSMUSG00000004892	ENSG00000132692
ENSMUSG00000004894	ENSG00000132702
ENSMUSG00000004895	ENSG00000143294
ENSMUSG00000004896	ENSG00000143303
ENSMUSG00000004902	ENSG00000182902
ENSMUSG00000004929	ENSG00000172009
ENSMUSG00000004931	ENSG00000011132
ENSMUSG00000004933	ENSG00000007264
ENSMUSG00000004934	ENSG00000105229
ENSMUSG00000004936	ENSG00000169032
ENSMUSG00000004937	ENSG00000104969
ENSMUSG00000004939	ENSG00000077009
ENSMUSG00000004945	ENSG00000215712
ENSMUSG00000004947	ENSG00000091073
ENSMUSG00000004948	ENSG00000146707
ENSMUSG00000004948	ENSG00000188372
ENSMUSG00000004951	ENSG00000106211
ENSMUSG00000004952	ENSG00000105808
ENSMUSG00000004952	ENSG00000170667
ENSMUSG00000004961	ENSG00000129990
ENSMUSG00000004980	ENSG00000122566
ENSMUSG00000004988	ENSG00000150201
ENSMUSG00000004994	ENSG00000104957
ENSMUSG00000004996	ENSG00000037757
ENSMUSG00000005034	ENSG00000142875
ENSMUSG00000005043	ENSG00000181523
ENSMUSG00000005045	ENSG00000116254
ENSMUSG00000005054	ENSG00000160213
ENSMUSG00000005057	ENSG00000160999
ENSMUSG00000005069	ENSG00000139197
ENSMUSG00000005078	ENSG00000050130
ENSMUSG00000005087	ENSG00000026508
ENSMUSG00000005089	ENSG00000110436
ENSMUSG00000005102	ENSG00000128829
ENSMUSG00000005103	ENSG00000071127
ENSMUSG00000005107	ENSG00000109667
ENSMUSG00000005124	ENSG00000104415
ENSMUSG00000005125	ENSG00000104419
ENSMUSG00000005131	ENSG00000166323
ENSMUSG00000005142	ENSG00000104774
ENSMUSG00000005142	ENSG00000269242
ENSMUSG00000005142	ENSG00000269590
ENSMUSG00000005148	ENSG00000102554
ENSMUSG00000005150	ENSG00000123154
ENSMUSG00000005161	ENSG00000167815
ENSMUSG00000005198	ENSG00000181222
ENSMUSG00000005202	ENSG00000129214
ENSMUSG00000005204	ENSG00000161956
ENSMUSG00000005204	ENSG00000277957
ENSMUSG00000005220	ENSG00000145244
ENSMUSG00000005225	ENSG00000106086
ENSMUSG00000005232	ENSG00000152254
ENSMUSG00000005233	ENSG00000152253
ENSMUSG00000005237	ENSG00000183914
ENSMUSG00000005251	ENSG00000183421
ENSMUSG00000005262	ENSG00000070010
ENSMUSG00000005267	ENSG00000141040
ENSMUSG00000005268	ENSG00000113494
ENSMUSG00000005299	ENSG00000168924
ENSMUSG00000005312	ENSG00000135018
ENSMUSG00000005320	ENSG00000160867
ENSMUSG00000005338	ENSG00000162706
ENSMUSG00000005339	ENSG00000179639
ENSMUSG00000005354	ENSG00000100348
ENSMUSG00000005355	ENSG00000105141
ENSMUSG00000005357	ENSG00000105143
ENSMUSG00000005360	ENSG00000079215
ENSMUSG00000005362	ENSG00000113851
ENSMUSG00000005364	ENSG00000091181
ENSMUSG00000005370	ENSG00000116062
ENSMUSG00000005371	ENSG00000138081
ENSMUSG00000005373	ENSG00000009950
ENSMUSG00000005374	ENSG00000106638
ENSMUSG00000005378	ENSG00000071462
ENSMUSG00000005397	ENSG00000116962
ENSMUSG00000005410	ENSG00000100297
ENSMUSG00000005413	ENSG00000100292
ENSMUSG00000005417	ENSG00000133030
ENSMUSG00000005442	ENSG00000079432
ENSMUSG00000005447	ENSG00000079462
ENSMUSG00000005465	ENSG00000104998
ENSMUSG00000005469	ENSG00000072062
ENSMUSG00000005470	ENSG00000105011
ENSMUSG00000005474	ENSG00000106436
ENSMUSG00000005481	ENSG00000123136
ENSMUSG00000005483	ENSG00000132002
ENSMUSG00000005493	ENSG00000057468
ENSMUSG00000005501	ENSG00000085982
ENSMUSG00000005503	ENSG00000106038
ENSMUSG00000005505	ENSG00000123444
ENSMUSG00000005506	ENSG00000149187
ENSMUSG00000005510	ENSG00000213619
ENSMUSG00000005514	ENSG00000127948
ENSMUSG00000005533	ENSG00000140443
ENSMUSG00000005534	ENSG00000171105
ENSMUSG00000005540	ENSG00000104921
ENSMUSG00000005547	ENSG00000197838
ENSMUSG00000005547	ENSG00000198077
ENSMUSG00000005547	ENSG00000255974
ENSMUSG00000005553	ENSG00000105675
ENSMUSG00000005566	ENSG00000130726
ENSMUSG00000005575	ENSG00000130725
ENSMUSG00000005580	ENSG00000162104
ENSMUSG00000005583	ENSG00000081189
ENSMUSG00000005609	ENSG00000198730
ENSMUSG00000005610	ENSG00000110321
ENSMUSG00000005611	ENSG00000072952
ENSMUSG00000005615	ENSG00000161217
ENSMUSG00000005621	ENSG00000166716
ENSMUSG00000005625	ENSG00000159352
ENSMUSG00000005628	ENSG00000163157
ENSMUSG00000005640	ENSG00000027644
ENSMUSG00000005649	ENSG00000105507
ENSMUSG00000005656	ENSG00000129515
ENSMUSG00000005667	ENSG00000065911
ENSMUSG00000005672	ENSG00000157404
ENSMUSG00000005674	ENSG00000158882
ENSMUSG00000005677	ENSG00000143257
ENSMUSG00000005681	ENSG00000158874
ENSMUSG00000005682	ENSG00000135473
ENSMUSG00000005683	ENSG00000062485
ENSMUSG00000005686	ENSG00000133805
ENSMUSG00000005687	ENSG00000116752
ENSMUSG00000005696	ENSG00000183918
ENSMUSG00000005698	ENSG00000102974
ENSMUSG00000005699	ENSG00000102981
ENSMUSG00000005705	ENSG00000159723
ENSMUSG00000005716	ENSG00000100362
ENSMUSG00000005718	ENSG00000090447
ENSMUSG00000005732	ENSG00000099901
ENSMUSG00000005763	ENSG00000198821
ENSMUSG00000005774	ENSG00000143390
ENSMUSG00000005779	ENSG00000159377
ENSMUSG00000005800	ENSG00000118113
ENSMUSG00000005802	ENSG00000104154
ENSMUSG00000005803	ENSG00000137767
ENSMUSG00000005803	ENSG00000260170
ENSMUSG00000005804	ENSG00000104164
ENSMUSG00000005813	ENSG00000164024
ENSMUSG00000005823	ENSG00000125734
ENSMUSG00000005824	ENSG00000125735
ENSMUSG00000005836	ENSG00000141448
ENSMUSG00000005846	ENSG00000171490
ENSMUSG00000005864	ENSG00000183862
ENSMUSG00000005871	ENSG00000134982
ENSMUSG00000005873	ENSG00000129625
ENSMUSG00000005881	ENSG00000125991
ENSMUSG00000005882	ENSG00000101019
ENSMUSG00000005883	ENSG00000054796
ENSMUSG00000005886	ENSG00000140396
ENSMUSG00000005891	ENSG00000172179
ENSMUSG00000005892	ENSG00000170893
ENSMUSG00000005893	ENSG00000177463
ENSMUSG00000005897	ENSG00000120798
ENSMUSG00000005899	ENSG00000136699
ENSMUSG00000005907	ENSG00000127980
ENSMUSG00000005917	ENSG00000115507
ENSMUSG00000005936	ENSG00000112078
ENSMUSG00000005947	ENSG00000083457
ENSMUSG00000005949	ENSG00000040531
ENSMUSG00000005950	ENSG00000083454
ENSMUSG00000005950	ENSG00000257950
ENSMUSG00000005951	ENSG00000197417
ENSMUSG00000005951	ENSG00000262304
ENSMUSG00000005952	ENSG00000196689
ENSMUSG00000005958	ENSG00000182580
ENSMUSG00000005968	ENSG00000143367
ENSMUSG00000005973	ENSG00000049449
ENSMUSG00000005980	ENSG00000213918
ENSMUSG00000005981	ENSG00000126602
ENSMUSG00000005982	ENSG00000122390
ENSMUSG00000005983	ENSG00000215131
ENSMUSG00000005986	ENSG00000172932
ENSMUSG00000005994	ENSG00000107165
ENSMUSG00000006005	ENSG00000047410
ENSMUSG00000006007	ENSG00000116703
ENSMUSG00000006010	ENSG00000157181
ENSMUSG00000006014	ENSG00000116690
ENSMUSG00000006019	ENSG00000134815
ENSMUSG00000006021	ENSG00000118162
ENSMUSG00000006024	ENSG00000105402
ENSMUSG00000006050	ENSG00000113108
ENSMUSG00000006056	ENSG00000136436
ENSMUSG00000006057	ENSG00000159199
ENSMUSG00000006058	ENSG00000159210
ENSMUSG00000006095	ENSG00000105254
ENSMUSG00000006127	ENSG00000132376
ENSMUSG00000006134	ENSG00000099942
ENSMUSG00000006143	ENSG00000205236
ENSMUSG00000006143	ENSG00000267368
ENSMUSG00000006154	ENSG00000131037
ENSMUSG00000006169	ENSG00000113282
ENSMUSG00000006179	ENSG00000112812
ENSMUSG00000006191	ENSG00000145996
ENSMUSG00000006205	ENSG00000166033
ENSMUSG00000006215	ENSG00000116809
ENSMUSG00000006216	ENSG00000184908
ENSMUSG00000006216	ENSG00000186510
ENSMUSG00000006218	ENSG00000185519
ENSMUSG00000006219	ENSG00000162458
ENSMUSG00000006221	ENSG00000173641
ENSMUSG00000006235	ENSG00000187266
ENSMUSG00000006241	ENSG00000183401
ENSMUSG00000006262	ENSG00000173542
ENSMUSG00000006269	ENSG00000116039
ENSMUSG00000006270	ENSG00000148704
ENSMUSG00000006273	ENSG00000147416
ENSMUSG00000006276	ENSG00000127527
ENSMUSG00000006281	ENSG00000129566
ENSMUSG00000006288	ENSG00000136319
ENSMUSG00000006289	ENSG00000092094
ENSMUSG00000006299	ENSG00000127837
ENSMUSG00000006301	ENSG00000135926
ENSMUSG00000006304	ENSG00000163466
ENSMUSG00000006307	ENSG00000272333
ENSMUSG00000006310	ENSG00000011590
ENSMUSG00000006311	ENSG00000105672
ENSMUSG00000006313	ENSG00000105668
ENSMUSG00000006315	ENSG00000105677
ENSMUSG00000006333	ENSG00000170889
ENSMUSG00000006335	ENSG00000105619
ENSMUSG00000006342	ENSG00000099994
ENSMUSG00000006344	ENSG00000099998
ENSMUSG00000006345	ENSG00000100031
ENSMUSG00000006345	ENSG00000100121
ENSMUSG00000006345	ENSG00000133475
ENSMUSG00000006345	ENSG00000149435
ENSMUSG00000006345	ENSG00000274252
ENSMUSG00000006356	ENSG00000182809
ENSMUSG00000006360	ENSG00000213145
ENSMUSG00000006360	ENSG00000257341
ENSMUSG00000006362	ENSG00000129993
ENSMUSG00000006369	ENSG00000077942
ENSMUSG00000006373	ENSG00000101856
ENSMUSG00000006378	ENSG00000100116
ENSMUSG00000006386	ENSG00000120156
ENSMUSG00000006389	ENSG00000117400
ENSMUSG00000006390	ENSG00000066322
ENSMUSG00000006392	ENSG00000159479
ENSMUSG00000006395	ENSG00000178922
ENSMUSG00000006398	ENSG00000117399
ENSMUSG00000006403	ENSG00000158859
ENSMUSG00000006411	ENSG00000143217
ENSMUSG00000006412	ENSG00000143256
ENSMUSG00000006418	ENSG00000124226
ENSMUSG00000006423	ENSG00000018610
ENSMUSG00000006435	ENSG00000107954
ENSMUSG00000006442	ENSG00000116649
ENSMUSG00000006445	ENSG00000142627
ENSMUSG00000006456	ENSG00000239306
ENSMUSG00000006457	ENSG00000248746
ENSMUSG00000006463	ENSG00000174165
ENSMUSG00000006464	ENSG00000174483
ENSMUSG00000006464	ENSG00000256349
ENSMUSG00000006469	ENSG00000198569
ENSMUSG00000006471	ENSG00000188566
ENSMUSG00000006476	ENSG00000165802
ENSMUSG00000006488	ENSG00000172179
ENSMUSG00000006490	ENSG00000172179
ENSMUSG00000006494	ENSG00000152256
ENSMUSG00000006498	ENSG00000011304
ENSMUSG00000006517	ENSG00000167508
ENSMUSG00000006519	ENSG00000051523
ENSMUSG00000006522	ENSG00000162267
ENSMUSG00000006526	ENSG00000213533
ENSMUSG00000006526	ENSG00000248592
ENSMUSG00000006527	ENSG00000163935
ENSMUSG00000006529	ENSG00000055957
ENSMUSG00000006538	ENSG00000163501
ENSMUSG00000006542	ENSG00000115592
ENSMUSG00000006546	ENSG00000163499
ENSMUSG00000006567	ENSG00000123191
ENSMUSG00000006574	ENSG00000004939
ENSMUSG00000006575	ENSG00000108309
ENSMUSG00000006576	ENSG00000114923
ENSMUSG00000006585	ENSG00000167513
ENSMUSG00000006586	ENSG00000079102
ENSMUSG00000006587	ENSG00000185669
ENSMUSG00000006589	ENSG00000198931
ENSMUSG00000006599	ENSG00000110768
ENSMUSG00000006611	ENSG00000010704
ENSMUSG00000006641	ENSG00000138074
ENSMUSG00000006642	ENSG00000163792
ENSMUSG00000006649	ENSG00000161270
ENSMUSG00000006651	ENSG00000105290
ENSMUSG00000006673	ENSG00000198218
ENSMUSG00000006675	ENSG00000178467
ENSMUSG00000006676	ENSG00000172046
ENSMUSG00000006678	ENSG00000101868
ENSMUSG00000006699	ENSG00000070831
ENSMUSG00000006705	ENSG00000160199
ENSMUSG00000006711	ENSG00000137261
ENSMUSG00000006715	ENSG00000112312
ENSMUSG00000006717	ENSG00000112304
ENSMUSG00000006720	ENSG00000096654
ENSMUSG00000006724	ENSG00000111012
ENSMUSG00000006728	ENSG00000135446
ENSMUSG00000006731	ENSG00000135454
ENSMUSG00000006732	ENSG00000037897
ENSMUSG00000006736	ENSG00000135452
ENSMUSG00000006740	ENSG00000170759
ENSMUSG00000006763	ENSG00000166788
ENSMUSG00000006764	ENSG00000139287
ENSMUSG00000006777	ENSG00000108244
ENSMUSG00000006782	ENSG00000173786
ENSMUSG00000006784	ENSG00000204815
ENSMUSG00000006800	ENSG00000196562
ENSMUSG00000006818	ENSG00000112096
ENSMUSG00000006850	ENSG00000113119
ENSMUSG00000006906	ENSG00000124356
ENSMUSG00000006920	ENSG00000108799
ENSMUSG00000006930	ENSG00000173805
ENSMUSG00000006931	ENSG00000141696
ENSMUSG00000006932	ENSG00000168036
ENSMUSG00000006941	ENSG00000114784
ENSMUSG00000006948	ENSG00000167749
ENSMUSG00000006958	ENSG00000090539
ENSMUSG00000006998	ENSG00000175166
ENSMUSG00000007021	ENSG00000127561
ENSMUSG00000007029	ENSG00000204394
ENSMUSG00000007030	ENSG00000204396
ENSMUSG00000007033	ENSG00000204390
ENSMUSG00000007034	ENSG00000204385
ENSMUSG00000007035	ENSG00000204410
ENSMUSG00000007035	ENSG00000255152
ENSMUSG00000007036	ENSG00000204427
ENSMUSG00000007038	ENSG00000204386
ENSMUSG00000007039	ENSG00000213722
ENSMUSG00000007041	ENSG00000213719
ENSMUSG00000007050	ENSG00000204392
ENSMUSG00000007080	ENSG00000177084
ENSMUSG00000007097	ENSG00000018625
ENSMUSG00000007107	ENSG00000132681
ENSMUSG00000007122	ENSG00000143318
ENSMUSG00000007207	ENSG00000106089
ENSMUSG00000007209	ENSG00000105352
ENSMUSG00000007209	ENSG00000170956
ENSMUSG00000007216	ENSG00000196456
ENSMUSG00000007279	ENSG00000175356
ENSMUSG00000007338	ENSG00000149792
ENSMUSG00000007379	ENSG00000175984
ENSMUSG00000007411	ENSG00000075413
ENSMUSG00000007415	ENSG00000157259
ENSMUSG00000007440	ENSG00000204961
ENSMUSG00000007440	ENSG00000204963
ENSMUSG00000007458	ENSG00000003056
ENSMUSG00000007476	ENSG00000136802
ENSMUSG00000007480	ENSG00000176136
ENSMUSG00000007564	ENSG00000105568
ENSMUSG00000007570	ENSG00000112039
ENSMUSG00000007589	ENSG00000092330
ENSMUSG00000007591	ENSG00000139908
ENSMUSG00000007594	ENSG00000187664
ENSMUSG00000007603	ENSG00000141994
ENSMUSG00000007610	ENSG00000130299
ENSMUSG00000007613	ENSG00000106799
ENSMUSG00000007617	ENSG00000152413
ENSMUSG00000007646	ENSG00000108384
ENSMUSG00000007653	ENSG00000145864
ENSMUSG00000007655	ENSG00000105974
ENSMUSG00000007656	ENSG00000128989
ENSMUSG00000007659	ENSG00000171552
ENSMUSG00000007670	ENSG00000088247
ENSMUSG00000007682	ENSG00000211448
ENSMUSG00000007721	ENSG00000007080
ENSMUSG00000007739	ENSG00000115484
ENSMUSG00000007777	ENSG00000196459
ENSMUSG00000007777	ENSG00000256060
ENSMUSG00000007783	ENSG00000169169
ENSMUSG00000007805	ENSG00000233608
ENSMUSG00000007812	ENSG00000197343
ENSMUSG00000007817	ENSG00000108175
ENSMUSG00000007827	ENSG00000107890
ENSMUSG00000007827	ENSG00000135976
ENSMUSG00000007827	ENSG00000148513
ENSMUSG00000007827	ENSG00000163046
ENSMUSG00000007827	ENSG00000166351
ENSMUSG00000007827	ENSG00000172014
ENSMUSG00000007827	ENSG00000174501
ENSMUSG00000007827	ENSG00000180071
ENSMUSG00000007827	ENSG00000180777
ENSMUSG00000007827	ENSG00000181626
ENSMUSG00000007827	ENSG00000183148
ENSMUSG00000007827	ENSG00000183206
ENSMUSG00000007827	ENSG00000187537
ENSMUSG00000007827	ENSG00000196604
ENSMUSG00000007827	ENSG00000196834
ENSMUSG00000007827	ENSG00000196912
ENSMUSG00000007827	ENSG00000198062
ENSMUSG00000007827	ENSG00000222036
ENSMUSG00000007827	ENSG00000222038
ENSMUSG00000007827	ENSG00000230031
ENSMUSG00000007827	ENSG00000230453
ENSMUSG00000007827	ENSG00000233917
ENSMUSG00000007827	ENSG00000260691
ENSMUSG00000007827	ENSG00000276203
ENSMUSG00000007827	ENSG00000276760
ENSMUSG00000007827	ENSG00000277630
ENSMUSG00000007827	ENSG00000278522
ENSMUSG00000007833	ENSG00000161618
ENSMUSG00000007836	ENSG00000177733
ENSMUSG00000007837	ENSG00000126460
ENSMUSG00000007850	ENSG00000169045
ENSMUSG00000007867	ENSG00000119650
ENSMUSG00000007872	ENSG00000117318
ENSMUSG00000007877	ENSG00000173991
ENSMUSG00000007880	ENSG00000117713
ENSMUSG00000007888	ENSG00000006016
ENSMUSG00000007891	ENSG00000117984
ENSMUSG00000007891	ENSG00000250644
ENSMUSG00000007892	ENSG00000137818
ENSMUSG00000007907	ENSG00000145309
ENSMUSG00000007908	ENSG00000146151
ENSMUSG00000007944	ENSG00000174521
ENSMUSG00000007946	ENSG00000165462
ENSMUSG00000007950	ENSG00000127220
ENSMUSG00000007987	ENSG00000128581
ENSMUSG00000007989	ENSG00000104290
ENSMUSG00000008028	ENSG00000235034
ENSMUSG00000008035	ENSG00000165175
ENSMUSG00000008036	ENSG00000042753
ENSMUSG00000008090	ENSG00000127418
ENSMUSG00000008129	ENSG00000132016
ENSMUSG00000008136	ENSG00000115641
ENSMUSG00000008140	ENSG00000161671
ENSMUSG00000008153	ENSG00000139182
ENSMUSG00000008167	ENSG00000132004
ENSMUSG00000008193	ENSG00000142539
ENSMUSG00000008193	ENSG00000269404
ENSMUSG00000008200	ENSG00000109920
ENSMUSG00000008206	ENSG00000090661
ENSMUSG00000008226	ENSG00000144306
ENSMUSG00000008301	ENSG00000164902
ENSMUSG00000008305	ENSG00000196781
ENSMUSG00000008318	ENSG00000054967
ENSMUSG00000008333	ENSG00000125870
ENSMUSG00000008348	ENSG00000150991
ENSMUSG00000008373	ENSG00000105618
ENSMUSG00000008384	ENSG00000197019
ENSMUSG00000008393	ENSG00000153048
ENSMUSG00000008398	ENSG00000111145
ENSMUSG00000008429	ENSG00000122557
ENSMUSG00000008435	ENSG00000160439
ENSMUSG00000008438	ENSG00000139985
ENSMUSG00000008450	ENSG00000102898
ENSMUSG00000008461	ENSG00000174951
ENSMUSG00000008475	ENSG00000162704
ENSMUSG00000008482	ENSG00000179580
ENSMUSG00000008489	ENSG00000107105
ENSMUSG00000008496	ENSG00000028277
ENSMUSG00000008540	ENSG00000008394
ENSMUSG00000008575	ENSG00000147862
ENSMUSG00000008590	ENSG00000149305
ENSMUSG00000008601	ENSG00000132698
ENSMUSG00000008604	ENSG00000160803
ENSMUSG00000008658	ENSG00000078328
ENSMUSG00000008668	ENSG00000231500
ENSMUSG00000008690	ENSG00000025770
ENSMUSG00000008730	ENSG00000163349
ENSMUSG00000008734	ENSG00000167191
ENSMUSG00000008763	ENSG00000198162
ENSMUSG00000008789	ENSG00000105352
ENSMUSG00000008789	ENSG00000170956
ENSMUSG00000008813	ENSG00000179636
ENSMUSG00000008822	ENSG00000119640
ENSMUSG00000008845	ENSG00000177575
ENSMUSG00000008855	ENSG00000108840
ENSMUSG00000008859	ENSG00000006451
ENSMUSG00000008874	ENSG00000166509
ENSMUSG00000008892	ENSG00000078668
ENSMUSG00000008932	ENSG00000162383
ENSMUSG00000008958	ENSG00000163159
ENSMUSG00000008976	ENSG00000154727
ENSMUSG00000008999	ENSG00000101144
ENSMUSG00000009013	ENSG00000088986
ENSMUSG00000009030	ENSG00000136940
ENSMUSG00000009035	ENSG00000198792
ENSMUSG00000009047	ENSG00000186971
ENSMUSG00000009070	ENSG00000100218
ENSMUSG00000009073	ENSG00000186575
ENSMUSG00000009075	ENSG00000100314
ENSMUSG00000009076	ENSG00000100319
